time,Day,Harga Pasar,Curah Hujan,IsHarvestMonth,IsBigMonth
2023-07-08,Saturday,12500,5.6,1,0
2023-07-09,Sunday,12500,8.5,1,0
2023-07-10,Monday,12500,8.6,1,0
2023-07-11,Tuesday,12500,7.4,1,0
2023-07-12,Wednesday,12500,15.7,1,0
2023-07-13,Thursday,12500,19.9,1,0
2023-07-14,Friday,12500,0.3,1,0
2023-07-15,Saturday,12500,0.0,1,0
2023-07-16,Sunday,12500,1.5,1,0
2023-07-17,Monday,12500,11.4,1,0
2023-07-18,Tuesday,12500,7.5,1,0
2023-07-19,Wednesday,12500,16.9,1,0
2023-07-20,Thursday,12500,7.7,1,0
2023-07-21,Friday,12500,20.4,1,0
2023-07-22,Saturday,12500,15.3,1,0
2023-07-23,Sunday,12500,17.4,1,0
2023-07-24,Monday,12500,0.4,1,0
2023-07-25,Tuesday,12500,8.8,1,0
2023-07-26,Wednesday,12500,6.4,1,0
2023-07-27,Thursday,12500,3.5,1,0
2023-07-28,Friday,12500,3.9,1,0
2023-07-29,Saturday,12500,10.7,1,0
2023-07-30,Sunday,12500,34.7,1,0
2023-07-31,Monday,12500,14.6,1,0
2023-08-01,Tuesday,12500,16.2,1,0
2023-08-02,Wednesday,12500,1.4,1,0
2023-08-03,Thursday,12500,1.7,1,0
2023-08-04,Friday,12500,1.1,1,0
2023-08-05,Saturday,12487,17.8,1,0
2023-08-06,Sunday,12477,8.7,1,0
2023-08-07,Monday,12500,18.9,1,0
2023-08-08,Tuesday,12600,6.4,1,0
2023-08-09,Wednesday,12800,16.8,1,0
2023-08-10,Thursday,12800,7.3,1,0
2023-08-11,Friday,12800,11.3,1,0
2023-08-12,Saturday,12804,16.0,1,0
2023-08-13,Sunday,12802,15.5,1,0
2023-08-14,Monday,12800,13.5,1,0
2023-08-15,Tuesday,12800,16.8,1,0
2023-08-16,Wednesday,12800,39.1,1,0
2023-08-17,Thursday,12800,22.4,1,0
2023-08-18,Friday,12800,7.7,1,0
2023-08-19,Saturday,12800,15.3,1,0
2023-08-20,Sunday,12800,1.6,1,0
2023-08-21,Monday,12800,6.9,1,0
2023-08-22,Tuesday,12800,13.5,1,0
2023-08-23,Wednesday,12800,12.5,1,0
2023-08-24,Thursday,12800,12.1,1,0
2023-08-25,Friday,12800,14.9,1,0
2023-08-26,Saturday,12793,21.1,1,0
2023-08-27,Sunday,12791,10.2,1,0
2023-08-28,Monday,12800,15.9,1,0
2023-08-29,Tuesday,12800,21.4,1,0
2023-08-30,Wednesday,12800,5.6,1,0
2023-08-31,Thursday,13200,13.7,1,0
2023-09-01,Friday,13200,10.1,0,0
2023-09-02,Saturday,13159,6.1,0,0
2023-09-03,Sunday,13176,9.6,0,0
